Entity ID,Entity Contentful Link,Entity Name,Content Type,Field,Parent Page Entity ID,Parent Page Type,Parent Page Contentful Link,Parent Page Name,Parent page slug,full /en/ link,Link context summary,Replacement link,Replacement reasoning
4O0dXe4QAip4FRuP3WErVz,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4O0dXe4QAip4FRuP3WErVz,12 accounts receivable best practices - Content,richTextBlock,content,6bQztI3EFVLUWYJ8Q5pZQd,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6bQztI3EFVLUWYJ8Q5pZQd,12 accounts receivable best practices,learn/accounts-receivable/accounts-receivable-best-practices,/en/blog/how-stop-disputes-draining-your-cash-flow,"Referenced from ""12 accounts receivable best practices"" (resourcePage) at slug ""learn/accounts-receivable/accounts-receivable-best-practices"" via richTextBlock / content on ""12 accounts receivable best practices - Content"" targeting ""What Are Invoice Disputes? How to Protect Your AR Cash Flow"".",https://prd.quadient.mmt.digital/en-us/blog/why-traditional-dispute-management-bad-for-business,"Original target is ""What Are Invoice Disputes? How to Protect Your AR Cash Flow"". ""Dispute Management: How to Protect Your AR Cash Flow"" is the closest new-site match. Shared topic terms include disputes, disput, dispute, protect, accounts. It stays within the accounts receivable area. It also matches the blog intent. Signals: strong title/topic token overlap; keeps blog/article destination type; matches accounts receivable topic."
4O0dXe4QAip4FRuP3WErVz,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4O0dXe4QAip4FRuP3WErVz,12 accounts receivable best practices - Content,richTextBlock,content,6bQztI3EFVLUWYJ8Q5pZQd,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6bQztI3EFVLUWYJ8Q5pZQd,12 accounts receivable best practices,learn/accounts-receivable/accounts-receivable-best-practices,/en/resources/5-collections-strategies-minimize-risk-turbulent-times,"Referenced from ""12 accounts receivable best practices"" (resourcePage) at slug ""learn/accounts-receivable/accounts-receivable-best-practices"" via richTextBlock / content on ""12 accounts receivable best practices - Content"" targeting ""5 collections strategies to minimize risk in turbulent times"".",https://prd.quadient.mmt.digital/en-us/case-studies/jumio-case-study,"Original target is ""5 collections strategies to minimize risk in turbulent times"". ""Quadient AR case study: Jumio"" is the closest new-site match. Shared topic terms include time, resources, resourc, resource. It stays within the accounts receivable area. It also matches the case study intent. Signals: matches case study resource type; matches accounts receivable topic."
4O0dXe4QAip4FRuP3WErVz,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4O0dXe4QAip4FRuP3WErVz,12 accounts receivable best practices - Content,richTextBlock,content,6bQztI3EFVLUWYJ8Q5pZQd,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6bQztI3EFVLUWYJ8Q5pZQd,12 accounts receivable best practices,learn/accounts-receivable/accounts-receivable-best-practices,/en/resources/finance-leaders-guide-mastering-accounts-receivable,"Referenced from ""12 accounts receivable best practices"" (resourcePage) at slug ""learn/accounts-receivable/accounts-receivable-best-practices"" via richTextBlock / content on ""12 accounts receivable best practices - Content"" targeting ""The Finance Leader's Guide to Mastering Accounts Receivable"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/finance-leaders-guide-automating-ap-and-ar,"Original target is ""The Finance Leader's Guide to Mastering Accounts Receivable"". ""Finance Leader's Guide to Automating AP and AR"" is the closest new-site match. Shared topic terms include finance, leaders, leader, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
6ZS0Qk9kuvjbSaQcmj3pKv,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6ZS0Qk9kuvjbSaQcmj3pKv,15 Must Try ChatGPT Prompts for AR Teams,richTextBlock,content,2Qyc9XmGkbebveMRlxTXnJ,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/2Qyc9XmGkbebveMRlxTXnJ,15 Must Try ChatGPT Prompts for AR Teams,blog/15-must-try-chatgpt-prompts-ar-teams,/en/resources/how-ai-powers-ar-team-ebook,"Referenced from ""15 Must Try ChatGPT Prompts for AR Teams"" (resourcePage) at slug ""blog/15-must-try-chatgpt-prompts-ar-teams"" via richTextBlock / content targeting ""eBook: How AI Powers Your Accounts Receivable Team"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/ultimate-ai-guide-accounts-receivable-professionals,"Original target is ""eBook: How AI Powers Your Accounts Receivable Team"". ""The Ultimate AI Guide for Accounts Receivable Professionals"" is the closest new-site match. Shared topic terms include ebook, artificial, intelligence, accounts, account. It stays within the accounts receivable area. It also matches the ebook paper intent. Signals: strong title/topic token overlap; matches downloadable resource type; matches accounts receivable topic."
6bhboe18m0ecIHL5PlwhW8,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6bhboe18m0ecIHL5PlwhW8,2020â€™s biggest accounting fails â€“ And what we can learn from them,richTextBlock,content,6BPRQHjEDWo0y3x0cO7CID,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/6BPRQHjEDWo0y3x0cO7CID,2020â€™s biggest accounting fails â€“ And what we can learn from them,blog/2020s-biggest-accounting-fails-and-what-we-can-learn-them,/en/blog/we-are-now-a-90-paperless-company-how-everest-automated-its-ap,"Referenced from ""2020â€™s biggest accounting fails â€“ And what we can learn from them"" (resourcePage) at slug ""blog/2020s-biggest-accounting-fails-and-what-we-can-learn-them"" via richTextBlock / content targeting ""How Everest Automated Its AP to Become 90% Paperless"".",https://prd.quadient.mmt.digital/en-us/blog/beanworks-quadient-now-offers-free-paperless-invoice-payment-solution,"Original target is ""How Everest Automated Its AP to Become 90% Paperless"". ""Quadient AP Automation by Beanworks now offers free paperless invoice to payment solution"" is the closest new-site match. Shared topic terms include accounts, payable, paperless, paperles, blog. It stays within the accounts payable area. It also matches the blog intent. Signals: strong title/topic token overlap; keeps blog/article destination type; matches accounts payable topic."
4to8pUJYhbKbCOTWak5ZRW,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4to8pUJYhbKbCOTWak5ZRW,2022 Analyst Report Roundup: Data to Back Your CCM-CXM Budget,richTextBlock,content,7ubAvMg2kDHdWdUhS6XmiP,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/7ubAvMg2kDHdWdUhS6XmiP,2022 Analyst Report Roundup: Data to Back Your CCM-CXM Budget,blog/2022-analyst-report-roundup-data-back-your-ccm-cxm-budget,/en/resources/webinar-replay-featuring-forrester-drive-better-business-performance,"Referenced from ""2022 Analyst Report Roundup: Data to Back Your CCM-CXM Budget"" (resourcePage) at slug ""blog/2022-analyst-report-roundup-data-back-your-ccm-cxm-budget"" via richTextBlock / content targeting ""Webinar Replay Featuring Forrester: Drive Better Business Performance"".",https://prd.quadient.mmt.digital/en-us/webinar-events/three-ways-intelligent-forms-can-improve-your-business,"Original target is ""Webinar Replay Featuring Forrester: Drive Better Business Performance"". ""Three ways intelligent forms can improve your business"" is the closest new-site match. Shared topic terms include business, busines. It stays within the customer communications area. It also matches the webinar intent. Signals: matches webinar resource type; matches customer communications topic."
1NANmDCMLPWwZFkrfclzr2,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/1NANmDCMLPWwZFkrfclzr2,2023 Q4 Aspire CCM-CXM Leaderboard Updates,richTextBlock,content,D50oKzReuIZXibTQus2pN,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/D50oKzReuIZXibTQus2pN,2023 Q4 Aspire CCM-CXM Leaderboard Updates,en-US=blog/2023-q4-aspire-ccm-cxm-leaderboard-updates; es=blog/2023-q4-aspire-ccm-cxm-actualizaciones-tabla; fr-CA=blog/2023-q4-aspire-mise-a-jour-classement; fr-FR=blog/2023-q4-aspire-mise-a-jour-classement,/en/resources/advancing-your-ccm-cxm-transformation,"Referenced from ""2023 Q4 Aspire CCM-CXM Leaderboard Updates"" (resourcePage) at slug ""en-US=blog/2023-q4-aspire-ccm-cxm-leaderboard-updates; es=blog/2023-q4-aspire-ccm-cxm-actualizaciones-tabla; fr-CA=blog/2023-q4-aspire-mise-a-jour-classement; fr-FR=blog/2023-q4-aspire-mise-a-jour-classement"" via richTextBlock / content targeting ""Video: Advancing CCM-to-CXM Transformation"".",https://prd.quadient.mmt.digital/en-us/ebooks-papers/quadient-named-leader-2021-aspire-leaderboard-ccm,"Original target is ""Video: Advancing CCM-to-CXM Transformation"". ""Quadient Named a Leader in the 2021 Aspire Leaderboard for CCM"" is the closest new-site match. Shared topic terms include video, ccm, customer, communications, management. It stays within the customer communications area. It also matches the video intent. Signals: matches video resource type; matches customer communications topic."
ltFzS9KGbPiWYRyugrX8b,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/ltFzS9KGbPiWYRyugrX8b,3 Common Customer Complaints In AR and How To Solve Them,richTextBlock,content,4DPmbFQKxTOCRXjcrYlgpO,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4DPmbFQKxTOCRXjcrYlgpO,3 Common Customer Complaints In AR and How To Solve Them,en-GB=blog/3-customer-complaints-ar-â€”-and-how-solve-them; en-US=blog/customer-complaints-ar-and-how-solve-them; fr-FR=blog/3-plaintes-des-clients-en-ra-et-comment-les-rÃ©soudre,/en/ar-automation/definitive-ranking-b2b-payment-methods,"Referenced from ""3 Common Customer Complaints In AR and How To Solve Them"" (resourcePage) at slug ""en-GB=blog/3-customer-complaints-ar-â€”-and-how-solve-them; en-US=blog/customer-complaints-ar-and-how-solve-them; fr-FR=blog/3-plaintes-des-clients-en-ra-et-comment-les-rÃ©soudre"" via richTextBlock / content targeting ""5 Features of the Perfect B2B Payment Process"".",https://prd.quadient.mmt.digital/en-us/blog/definitive-ranking-b2b-payment-methods,"Original target is ""5 Features of the Perfect B2B Payment Process"". ""The Definitive Ranking Of B2B Payment Methods"" is the closest new-site match. Shared topic terms include b2b, payment, accounts, receivable, automation. It stays within the accounts receivable area. Signals: same terminal slug; strong URL token overlap; matches accounts receivable topic."
ltFzS9KGbPiWYRyugrX8b,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/ltFzS9KGbPiWYRyugrX8b,3 Common Customer Complaints In AR and How To Solve Them,richTextBlock,content,4DPmbFQKxTOCRXjcrYlgpO,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4DPmbFQKxTOCRXjcrYlgpO,3 Common Customer Complaints In AR and How To Solve Them,en-GB=blog/3-customer-complaints-ar-â€”-and-how-solve-them; en-US=blog/customer-complaints-ar-and-how-solve-them; fr-FR=blog/3-plaintes-des-clients-en-ra-et-comment-les-rÃ©soudre,/en/ar-automation/what-ach,"Referenced from ""3 Common Customer Complaints In AR and How To Solve Them"" (resourcePage) at slug ""en-GB=blog/3-customer-complaints-ar-â€”-and-how-solve-them; en-US=blog/customer-complaints-ar-and-how-solve-them; fr-FR=blog/3-plaintes-des-clients-en-ra-et-comment-les-rÃ©soudre"" via richTextBlock / content targeting ""What Is ACH (Automated Clearing House)?"".",https://prd.quadient.mmt.digital/en-us/blog/what-ach,"Original target is ""What Is ACH (Automated Clearing House)?"". ""Understanding ACH as a payment method"" is the closest new-site match. Shared topic terms include ach, accounts, automation. It stays within the accounts receivable area. Signals: same terminal slug."
ltFzS9KGbPiWYRyugrX8b,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/ltFzS9KGbPiWYRyugrX8b,3 Common Customer Complaints In AR and How To Solve Them,richTextBlock,content,4DPmbFQKxTOCRXjcrYlgpO,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4DPmbFQKxTOCRXjcrYlgpO,3 Common Customer Complaints In AR and How To Solve Them,en-GB=blog/3-customer-complaints-ar-â€”-and-how-solve-them; en-US=blog/customer-complaints-ar-and-how-solve-them; fr-FR=blog/3-plaintes-des-clients-en-ra-et-comment-les-rÃ©soudre,/en/ar-automation/what-ar-self-service-means-your-customers,"Referenced from ""3 Common Customer Complaints In AR and How To Solve Them"" (resourcePage) at slug ""en-GB=blog/3-customer-complaints-ar-â€”-and-how-solve-them; en-US=blog/customer-complaints-ar-and-how-solve-them; fr-FR=blog/3-plaintes-des-clients-en-ra-et-comment-les-rÃ©soudre"" via richTextBlock / content targeting ""What AR Self-Service Means to Your Customers"".",https://prd.quadient.mmt.digital/en-us/blog/what-ar-self-service-means-your-customers,"Original target is ""What AR Self-Service Means to Your Customers"". ""What AR Self-Service Means To Your Customers"" is the closest new-site match. Shared topic terms include accounts, receivable, self, service, means. It stays within the accounts receivable area. Signals: same terminal slug; same page title; strong title/topic token overlap; matches accounts receivable topic."
ltFzS9KGbPiWYRyugrX8b,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/ltFzS9KGbPiWYRyugrX8b,3 Common Customer Complaints In AR and How To Solve Them,richTextBlock,content,4DPmbFQKxTOCRXjcrYlgpO,resourcePage,https://app.contentful.com/spaces/yymku90gll7g/environments/master/entries/4DPmbFQKxTOCRXjcrYlgpO,3 Common Customer Complaints In AR and How To Solve Them,en-GB=blog/3-customer-complaints-ar-â€”-and-how-solve-them; en-US=blog/customer-complaints-ar-and-how-solve-them; fr-FR=blog/3-plaintes-des-clients-en-ra-et-comment-les-rÃ©soudre,/en/ar-automation/what-days-sales-outstanding,"Referenced from ""3 Common Customer Complaints In AR and How To Solve Them"" (resourcePage) at slug ""en-GB=blog/3-customer-complaints-ar-â€”-and-how-solve-them; en-US=blog/customer-complaints-ar-and-how-solve-them; fr-FR=blog/3-plaintes-des-clients-en-ra-et-comment-les-rÃ©soudre"" via richTextBlock / content targeting ""Creating Aging Reports Manually? It’s Time For Automation"".",https://prd.quadient.mmt.digital/en-us/blog/creating-aging-reports-manually-its-time-automation,"Original target is ""Creating Aging Reports Manually? It’s Time For Automation"". ""Creating Aging Reports Manually? It’s Time For Automation"" is the closest new-site match. Shared topic terms include creating, creat, aging, reports, report. It stays within the accounts receivable area. Signals: same page title; strong title/topic token overlap; matches accounts receivable topic."
